ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"101.108.12.69","elite","AS23969","TH","TOT Public Company Limited","150","TOT Public Company Limited","4145","socks4","5108","1","2024-01-07T11:23:19.509Z","60","3314","5550"
"203.76.124.138","elite","AS23688","BD","Link3 Technologies Limited","293","Corporate Subscriber","5678","socks4","5096","1","2024-01-07T11:23:19.511Z","32","1802","5579"
"159.223.117.14","elite","AS14061","US","DigitalOcean, LLC","85","DigitalOcean, LLC","24006","socks5","990","1","2024-01-07T11:23:16.003Z","88","4750","5425"
"177.53.169.178","elite","AS262474","BR","Alterna Telecomunicacoes E Conectividade Ltda EPP","781","Alterna Telecomunicacoes E Conectividade Ltda EPP","4153","socks4","4717","1","2024-01-07T11:23:16.005Z","99","5545","5576"
"119.82.226.232","elite","AS24213","ID","Arsen Kusuma Indonesia","183","N/A","7497","socks5","4693","1","2024-01-07T11:23:16.004Z","99","5501","5572"
"103.44.12.37","elite","AS133685","IN","SDN TELECOM PVT LTD","283","SDN Telecom PVT LTD","4145","socks4","5103","1","2024-01-07T11:23:16.005Z","100","5524","5539"
"177.128.44.129","elite","AS262605","BR","Brasil Tecpar Servicos De Telecomunicacoes SA","207","Brasil Tecpar Servicos De Telecomunicacoes SA","31337","socks4","4994","1","2024-01-07T11:23:15.930Z","100","5486","5494"
"125.229.3.41","elite","AS3462","TW","Chunghwa Telecom Co., Ltd.","283","Chunghwa Telecom Co. Ltd.","80","socks5","4990","1","2024-01-07T11:23:13.500Z","99","5342","5423"
"54.36.183.52","elite","AS16276","FR","OVH SAS","7","OVH","9173","socks5","4510","2","2024-01-07T11:23:13.616Z","90","4879","5419"
"199.87.210.189","elite","AS395092","US","Shock Hosting LLC","140","Shock Hosting LLC","10601","socks5","4900","1","2024-01-07T11:23:13.499Z","99","5464","5508"
"128.199.149.20","elite","AS14061","SG","DigitalOcean, LLC","190","DigitalOcean, LLC","64830","socks5","4702","1","2024-01-07T11:23:13.614Z","100","5410","5414"
"213.226.16.46","elite","AS8717","BG","Mobiltel EAD","45","N/A","51372","socks4","4892","2","2024-01-07T11:23:11.008Z","99","5384","5458"
"217.182.192.53","elite","AS16276","FR","OVH SAS","82","OVH","57799","socks5","4996","1","2024-01-07T11:23:11.009Z","100","5539","5539"
"200.152.107.102","elite","AS21571","BR","MLS Wireless S/A","284","MLS Projetos de Informatica","1080","socks5","5095","1","2024-01-07T11:23:10.905Z","97","5280","5456"
"41.79.138.85","elite","AS37395","BW","Abari Communications","182","N/A","5678","socks4","892","1","2024-01-07T11:23:10.904Z","96","5345","5565"
"46.175.4.76","elite","AS39574","SK","Minet s.r.o.","98","Andrex s.r.o","39574","socks5","4608","1","2024-01-07T11:23:08.108Z","100","5533","5554"
"89.218.152.146","elite","AS9198","KZ","JSC Kazakhtelecom","100","Tookorkem","1080","socks4","4101","1","2024-01-07T11:23:08.000Z","78","4333","5544"
"46.101.210.101","elite","AS14061","DE","DigitalOcean, LLC","18","Digital Ocean","48684","socks4","999","1","2024-01-07T11:23:07.918Z","100","5432","5437"
"203.24.102.86","elite","AS209242","VG","Cloudflare London, LLC","15","Anaga Consulting Limited","80","socks4","4918","1","2024-01-07T11:23:07.999Z","100","5551","5553"
"119.42.86.124","elite","AS131090","TH","CAT-BB","207","N/A","4145","socks4","2297","1","2024-01-07T11:23:07.917Z","78","4316","5563"
"202.75.111.129","elite","AS45710","ID","Yudhawira Khatulistiwa, PT","195","Choice","5678","socks4","4694","1","2024-01-07T11:23:04.802Z","99","5546","5580"
"103.9.188.138","elite","AS38901","KH","EZECOM limited","207","EZECOM limited","52269","socks4","3806","1","2024-01-07T11:23:04.803Z","97","5435","5578"
"37.187.144.55","elite","AS16276","FR","OVH SAS","82","OVH SAS","9050","socks4","4884","2","2024-01-07T11:23:04.909Z","100","5581","5582"
"170.244.64.198","elite","AS266492","BR","Flash Servicos EM Fibra Optica Ltda - ME","205","Flash Servicos EM Fibra Optica Ltda - ME","31476","socks4","4613","77","2024-01-07T11:23:04.804Z","99","5570","5600"
"80.82.147.1","elite","AS39906","CZ","Coprosys NeTron, s.r.o.","90","NETRON","4153","socks4","4285","1","2024-01-07T11:23:02.102Z","22","1198","5550"
"103.47.93.225","elite","AS134058","IN","Broban Internet Services Pvt.ltd","296","Broban  PVT Ltd.","1080","socks4","5093","1","2024-01-07T11:23:02.103Z","99","5455","5495"
"8.210.206.107","elite","AS45102","HK","Alibaba (US) Technology Co., Ltd.","302","Alibaba.com Singapore E-Commerce Private Limited","59394","socks4","304","1","2024-01-07T11:23:02.104Z","88","4902","5546"
"185.125.253.218","elite","AS49100","IR","PTE","105","N/A","1080","socks4","3492","1","2024-01-07T11:23:02.103Z","98","5336","5462"
"173.249.15.6","elite","AS51167","DE","Contabo GmbH","16","Contabo GmbH","63982","socks5","2712","1","2024-01-07T11:23:02.213Z","100","5494","5520"
"115.78.6.117","elite","AS7552","VN","VIETELftth","397","N/A","5678","socks4","4306","1","2024-01-07T11:23:02.101Z","96","5347","5555"
"177.222.146.125","elite","AS28208","BR","Superline Telecomunicações Ltda","293","Superline Telecomunicações Ltda","5678","socks4","3987","1","2024-01-07T11:23:02.105Z","96","5235","5434"
"85.214.94.105","elite","AS6724","DE","Strato AG","80","Strato AG","12126","socks4","2314","1","2024-01-07T11:23:02.214Z","100","5496","5499"
"192.12.112.65","elite","AS61942","BR","Turbonet Telecom Ltda","298","Turbonet Telecom Ltda","4145","socks4","3008","1","2024-01-07T11:22:59.714Z","99","5493","5575"
"69.163.165.253","elite","AS26347","US","New Dream Network, LLC","152","New Dream Network, LLC","47876","socks5","4793","1","2024-01-07T11:22:59.714Z","100","5595","5598"
"36.37.104.98","elite","AS4800","ID","LINTASARTA","199","N/A","34040","socks4","4798","76","2024-01-07T11:22:59.716Z","99","5587","5629"
"80.210.37.4","elite","AS58224","IR","TIC","123","Telecommunication Company of Tehran","1080","socks5","3401","3","2024-01-07T11:22:59.715Z","21","1123","5453"
"180.183.225.91","elite","AS45629","TH","Triple T Broadband Public Company Limited","196","Triple T Broadband Public Company Limited","44550","socks4","4288","1","2024-01-07T11:22:59.898Z","99","5433","5513"
"110.243.6.51","elite","AS4837","CN","China Unicom Hebei Province Network","192","N/A","9999","socks4","3604","1","2024-01-07T11:22:59.713Z","87","4777","5495"
"202.159.107.137","elite","AS9340","ID","PT IndoInternet","171","N/A","443","socks4","4688","1","2024-01-07T11:22:59.717Z","100","5491","5505"
"182.93.69.74","elite","AS4007","NP","Subisu Cablenet","168","N/A","5678","socks4","3893","2","2024-01-07T11:22:59.715Z","98","5494","5607"
"202.159.35.65","elite","AS9340","ID","PT IndoInternet","168","N/A","443","socks4","4997","1","2024-01-07T11:22:59.813Z","99","5475","5514"
"149.20.253.241","elite","AS18615","US","Mainstream Fiber Networks, LLC","101","Mainstream Fiber Networks, LLC","12551","socks4","2602","1","2024-01-07T11:22:57.111Z","100","5510","5519"
"103.47.93.217","elite","AS134058","IN","Broban Internet Services Pvt.ltd","283","Broban  PVT Ltd.","1080","socks4","3102","84","2024-01-07T11:22:57.110Z","99","5498","5542"
"47.242.53.34","elite","AS45102","HK","Alibaba.com LLC","299","Hong Kong","39427","socks5","3905","1","2024-01-07T11:22:57.112Z","78","4321","5542"
"38.127.179.195","elite","AS174","US","Cogent Communications","79","Torlandia Trading SRL","46656","socks4","4702","1","2024-01-07T11:22:54.712Z","100","5471","5480"
"51.210.21.189","elite","AS16276","FR","OVH SAS","6","EL Zayat Hadi","1080","socks5","3699","1","2024-01-07T11:22:54.711Z","99","5587","5629"
"171.232.74.46","elite","AS7552","VN","Viettel Corporation","294","VIETEL","4005","socks4","4911","1","2024-01-07T11:22:54.615Z","93","5106","5518"
"89.161.70.115","elite","AS39375","PL","Telekomunikacja Podlasie sp. z o.o.","39","TPODLASIE CATV Network","5678","socks4","4511","1","2024-01-07T11:22:54.614Z","100","5500","5516"
"80.122.170.182","elite","AS8447","AT","A1 Telekom Austria AG","187","A1 Telekom Austria AG","4153","socks4","4789","1","2024-01-07T11:22:54.613Z","98","5493","5595"
"45.76.9.121","elite","AS20473","US","The Constant Company","86","Vultr Holdings, LLC","11324","socks5","4712","1","2024-01-07T11:22:54.615Z","97","5317","5467"
"45.227.92.213","elite","AS266653","AR","Andros-net Comunicaciones S.R.L.","298","Andros-net Comunicaciones S.R.L","8080","socks4","2609","1","2024-01-07T11:22:52.014Z","97","5322","5505"
"110.78.186.235","elite","AS131090","TH","CAT-BB","199","N/A","4145","socks4","4896","1","2024-01-07T11:22:52.013Z","58","3168","5424"
"69.163.162.211","elite","AS26347","US","New Dream Network, LLC","184","New Dream Network, LLC","46007","socks4","4304","1","2024-01-07T11:22:52.015Z","100","5537","5539"
"104.16.106.154","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4506","1","2024-01-07T11:22:49.116Z","100","5554","5555"
"86.57.174.152","elite","AS6697","BY","Republican Unitary Telecommunication Enterprise Beltelecom","48","Byfly Grodno Static","41455","socks4","5006","81","2024-01-07T11:22:49.301Z","100","5475","5502"
"93.115.148.208","elite","AS43754","IR","Asiatech Data Transmission company","118","Asiatech Data Transmission Co.","5678","socks5","4991","1","2024-01-07T11:22:49.199Z","98","5416","5505"
"110.77.163.63","elite","AS131090","TH","CAT Telecom Public Company Limited","185","CAT BB","4145","socks4","437","1","2024-01-07T11:22:46.613Z","86","4750","5533"
"46.21.240.185","elite","AS201211","RU","LLC \"Tvoi Telecom\"","98","LLC Tvoi Telecom","1080","socks4","5006","1","2024-01-07T11:22:46.615Z","98","5489","5616"
"186.251.255.45","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","203","Seanet Telecom Carazinho Eireli","31337","socks4","4410","2","2024-01-07T11:22:46.503Z","99","5488","5522"
"186.251.255.245","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","201","Seanet Telecom Carazinho Eireli","31337","socks4","4696","1","2024-01-07T11:22:46.502Z","85","4726","5545"
"200.115.188.52","elite","AS52422","HN","Velco Globalnetwork","130","Velco Globalnetwork","8080","socks4","4601","1","2024-01-07T11:22:46.504Z","99","5451","5511"
"178.44.113.205","elite","AS12389","RU","JSC VolgaTelecom","81","OJSC Volgatelecom in the Kirov region","53281","socks5","4904","1","2024-01-07T11:22:46.614Z","100","5458","5484"
"200.81.144.9","elite","AS270934","BR","Silva de Sá Informática LTDA","211","Silva de S� Inform�tica LTDA","1080","socks4","2206","1","2024-01-07T11:22:46.504Z","100","5570","5584"
"8.210.119.213","elite","AS45102","HK","Alibaba.com LLC","312","Hong Kong","3304","socks5","5002","1","2024-01-07T11:22:44.201Z","87","4829","5532"
"171.97.107.187","elite","AS17552","TH","True Internet Corporation CO. Ltd.","207","Truenet Hisp","4145","socks4","4807","1","2024-01-07T11:22:44.301Z","52","2888","5505"
"67.205.132.249","elite","AS14061","US","DigitalOcean, LLC","85","Digital Ocean","80","socks4","4695","1","2024-01-07T11:22:44.201Z","100","5439","5458"
"103.228.246.30","elite","AS59282","ID","PT Giga Patra Multimedia","195","GPM","5678","socks4","4602","1","2024-01-07T11:22:44.304Z","98","5404","5541"
"104.131.94.90","elite","AS14061","US","DigitalOcean, LLC","96","Digital Ocean","51346","socks5","4485","1","2024-01-07T11:22:44.302Z","100","5391","5405"
"202.159.60.113","elite","AS9340","ID","PT IndoInternet","184","N/A","443","socks4","4806","1","2024-01-07T11:22:41.704Z","99","5483","5514"
"177.38.5.45","elite","AS52964","BR","FÁBIO MENDES DIAS LTDA ME","281","FÁBIO MENDES DIAS LTDA ME","4153","socks4","5097","2","2024-01-07T11:22:41.410Z","92","5123","5541"
"117.10.124.11","elite","AS4837","CN","CNC Group CHINA169 Tianjin Province Network","182","N/A","1080","socks4","4602","1","2024-01-07T11:22:41.409Z","77","4236","5502"
"154.197.128.161","elite","AS135097","HK","LUOGELANG (FRANCE) LIMITED","184","Shenzhen Jizhan Technology Co., Ltd","3128","socks5","5102","1","2024-01-07T11:22:38.805Z","99","5409","5491"
"185.203.220.16","elite","AS211974","ES","Airecom Internet, S.L.","34","Airecom Servers","1080","socks4","5002","1","2024-01-07T11:22:38.805Z","98","5463","5582"
"172.67.14.237","elite","AS13335","CA","Cloudflare, Inc.","83","Cloudflare, Inc.","80","socks4","4588","1","2024-01-07T11:22:38.808Z","100","5516","5519"
"51.91.151.47","elite","AS16276","FR","OVH SAS","8","OVH","53341","socks5","4395","1","2024-01-07T11:22:38.910Z","100","5549","5549"
"110.34.166.186","elite","AS45652","SG","VPLS-SIN","289","Vpls Sin1","4153","socks4","3794","1","2024-01-07T11:22:38.804Z","99","5502","5563"
"118.173.73.118","elite","AS23969","TH","TOT Public Company Limited","192","TOT Public Company Limited","4145","socks4","4696","1","2024-01-07T11:22:38.806Z","45","2469","5489"
"110.78.146.14","elite","AS131090","TH","CAT-BB","291","N/A","4145","socks4","5101","1","2024-01-07T11:22:35.702Z","83","4636","5598"
"62.109.31.192","elite","AS29182","RU","Cjsc the First","99","TheFirst","20000","socks5","35","1","2024-01-07T11:22:35.801Z","100","40","40"
"183.88.214.58","elite","AS45629","TH","Triple T Broadband Public Company Limited","194","Triple T Broadband Public Company Limited","5678","socks4","3702","1","2024-01-07T11:22:35.698Z","86","4740","5540"
"110.139.125.237","elite","AS7713","ID","PT. TELKOM INDONESIA","288","N/A","4145","socks4","4807","85","2024-01-07T11:22:35.703Z","87","4810","5507"
"103.51.44.41","elite","AS133819","ID","CIM","213","N/A","4145","socks4","4096","1","2024-01-07T11:22:35.702Z","99","5443","5492"
"188.166.99.171","elite","AS14061","NL","DigitalOcean, LLC","12","Digital Ocean","18113","socks4","5002","1","2024-01-07T11:22:32.797Z","100","5442","5445"
"112.14.59.154","elite","AS56041","CN","China Mobile Communications Corporation","290","China Mobile Communications Corporation","51080","socks4","4902","1","2024-01-07T11:22:32.217Z","87","4770","5513"
"93.158.202.194","elite","AS50673","NL","Serverius Holding B.V.","83","Serveriuscustomer","50673","socks5","3500","1","2024-01-07T11:22:32.799Z","89","4852","5469"
"91.187.120.12","elite","AS21246","AL","IPKO Telecommunications LLC","82","N/A","5678","socks4","3096","1","2024-01-07T11:22:32.800Z","100","5520","5534"
"104.19.85.214","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","5190","1","2024-01-07T11:22:32.297Z","100","5588","5588"
"119.42.86.104","elite","AS131090","TH","CAT-BB","298","N/A","4145","socks4","601","1","2024-01-07T11:22:29.698Z","70","3896","5535"
"188.255.245.33","elite","AS52116","RS","Orion Telekom ISP IP Network in Subotica","90","Orion Telekom Tim d.o.o.Beograd","1080","socks4","4802","1","2024-01-07T11:22:29.617Z","100","5520","5533"
"115.127.103.82","elite","AS24342","BD","BRACNet Limited","205","BRACNet Limited","4673","socks4","4994","1","2024-01-07T11:22:29.700Z","91","5037","5528"
"103.47.93.234","elite","AS134058","IN","Broban Internet Services Pvt.ltd","268","Broban  PVT Ltd.","1080","socks4","3103","1","2024-01-07T11:22:29.615Z","99","5508","5553"
"177.125.161.143","elite","AS262346","BR","FP Telecomunicacoes Ltda","290","FP Telecomunicacoes Ltda","4145","socks4","3505","1","2024-01-07T11:22:29.701Z","80","4353","5428"
"197.234.13.46","elite","AS36902","SC","Intelvision","168","Intelvision Ltd","4145","socks4","307","1","2024-01-07T11:22:29.616Z","99","5534","5567"
"38.127.172.23","elite","AS174","US","Cogent Communications","81","Torlandia Trading SRL","11537","socks4","1991","3","2024-01-07T11:22:27.610Z","100","5459","5469"
"24.125.77.113","elite","AS7725","US","Comcast Cable Communications, LLC","102","Comcast Cable Communications Holdings, Inc","55539","socks4","3896","1","2024-01-07T11:22:27.504Z","98","5510","5635"
"43.134.188.89","elite","AS132203","SG","Aceville Pte.ltd","398","N/A","38279","socks4","4206","1","2024-01-07T11:22:27.502Z","88","4844","5518"
"185.189.102.178","elite","AS47895","RU","LTD \"Erline\"","92","LTD \"Rline\"","4153","socks4","3890","1","2024-01-07T11:22:25.502Z","96","5363","5581"
"123.118.230.220","elite","AS4808","CN","China Unicom Beijing Province Network","172","N/A","44844","socks5","1004","1","2024-01-07T11:22:25.310Z","83","4562","5504"
"185.32.44.157","elite","AS200154","AZ","Izone LLC","88","Izone LLC","4153","socks4","4409","1","2024-01-07T11:22:25.313Z","100","5570","5582"
"114.99.12.249","elite","AS4134","CN","Chinanet","255","Chinanet AH","8004","socks5","3607","2","2024-01-07T11:22:25.312Z","60","3314","5520"
"190.186.23.99","elite","AS25620","BO","Cotas Ltda.","284","Adsl-ip-dinamica - Plan","5678","socks4","4988","2","2024-01-07T11:22:25.312Z","75","4100","5460"
"85.237.51.73","elite","AS12389","RU","PJSC Rostelecom","61","PJSC Rostelecom","4145","socks4","5003","1","2024-01-07T11:22:25.313Z","99","5525","5583"
"98.126.214.156","elite","AS4213","US","Krypt Technologies","198","Krypt Technologies","17880","socks5","5083","1","2024-01-07T11:22:25.503Z","74","4168","5633"
"43.134.238.25","elite","AS132203","SG","Aceville Pte.ltd","389","N/A","443","socks4","4201","1","2024-01-07T11:22:22.701Z","95","5271","5547"
"110.78.148.101","elite","AS131090","TH","CAT-BB","200","N/A","4153","socks4","4481","1","2024-01-07T11:22:22.700Z","83","4555","5469"
"128.199.218.40","elite","AS14061","SG","DigitalOcean, LLC","149","DigitalOcean, LLC","29492","socks4","5096","1","2024-01-07T11:22:22.818Z","66","3657","5564"
"43.129.207.123","elite","AS132203","HK","Aceville Pte.ltd","284","N/A","3001","socks5","5193","1","2024-01-07T11:22:22.703Z","38","2133","5646"
"202.159.35.97","elite","AS9340","ID","PT IndoInternet","184","N/A","443","socks4","4893","1","2024-01-07T11:22:22.900Z","99","5467","5501"
"81.12.124.86","elite","AS42337","IR","Respina Networks & Beyond PJSC","194","Respina Networks","5678","socks4","4800","1","2024-01-07T11:22:22.899Z","81","4438","5483"
"186.224.225.26","elite","AS53171","BR","Path Telecom S.A.","287","Path Telecom S.A","42648","socks4","4902","1","2024-01-07T11:22:19.901Z","100","5587","5599"
"194.59.170.116","elite","AS64458","IR","Mizban Dade Pasargad","88","Mizban Dade Pasargad LLC","1080","socks5","4017","1","2024-01-07T11:22:19.899Z","91","5010","5507"
"116.202.177.193","elite","AS24940","DE","Hetzner Online GmbH","17","Hetzner Online GmbH","1080","socks5","4702","1","2024-01-07T11:22:19.809Z","39","2195","5612"
"203.124.53.122","elite","AS7590","PK","COMSATS","202","CIS HQ","5678","socks4","4793","1","2024-01-07T11:22:19.903Z","84","4682","5545"
"110.78.147.112","elite","AS131090","TH","CAT-BB","204","N/A","4145","socks4","4798","1","2024-01-07T11:22:19.903Z","81","4535","5567"
"213.32.254.10","elite","AS206206","IQ","Kurdistan Net 3","81","N/A","4153","socks4","3814","1","2024-01-07T11:22:17.302Z","99","5495","5575"
"105.27.199.218","elite","AS37100","ZA","SEACOM Limited","149","Seacom Assignments","5678","socks4","4787","1","2024-01-07T11:22:17.413Z","98","5412","5548"
"43.153.97.127","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","191","Tencent Cloud Computing","24067","socks4","4595","1","2024-01-07T11:22:17.412Z","87","4789","5476"
"162.255.108.254","elite","AS54755","US","Desert Winds Wireless","152","Desert Winds Wireless Inc","5678","socks4","2718","1","2024-01-07T11:22:17.304Z","100","5597","5614"
"1.10.229.230","elite","AS23969","TH","TOT Public Company Limited","155","TOT Public Company Limited","4145","socks4","1805","1","2024-01-07T11:22:17.305Z","45","2492","5519"
"109.75.47.204","elite","AS44395","AM","Ucom Cjsc","75","N/A","4153","socks4","3994","1","2024-01-07T11:22:14.705Z","94","5210","5515"
"190.205.32.70","elite","AS8048","VE","CANTV Servicios, Venezuela","174","CANTV Servicios, Venezuela","999","socks4","3313","1","2024-01-07T11:22:14.599Z","95","5206","5507"
"195.140.226.32","elite","AS56465","UA","Therecom Ltd","89","Therecom Ltd","5678","socks4","4594","1","2024-01-07T11:22:14.600Z","98","5406","5519"
"103.109.56.209","elite","AS138640","BD","HelloTech Limited","282","Hello Tech Limited","15108","socks5","1909","1","2024-01-07T11:22:14.601Z","99","5560","5625"
"51.15.12.224","elite","AS12876","NL","Online SAS NL","14","SCALEWAY","5214","socks4","4295","1","2024-01-07T11:22:14.706Z","100","5561","5571"
"80.235.239.130","elite","AS5089","GB","TalkTalk","30","Pccw Global Networks  UK  PLC","1080","socks4","4596","1","2024-01-07T11:22:14.706Z","97","5431","5601"
"43.134.230.127","elite","AS132203","SG","Aceville Pte.ltd","391","N/A","443","socks4","4790","1","2024-01-07T11:22:12.308Z","89","4964","5547"
"213.149.103.133","elite","AS8585","ME","Crnogorski Telekom a.d.Podgorica","46","T ComServeri","61859","socks5","4788","82","2024-01-07T11:22:12.504Z","100","5546","5555"
"143.95.103.43","elite","AS46606","US","Unified Layer","192","Athenix Inc","60088","socks4","4288","1","2024-01-07T11:22:12.304Z","94","5200","5512"
"186.1.7.13","elite","AS18840","NI","Equipos Y Sistemas S.A.","190","Equipos Y Sistemas S.A","4153","socks4","4504","1","2024-01-07T11:22:12.305Z","98","5398","5508"
"45.70.204.21","elite","AS267586","BR","Rafael Pierre Barbosa - Me","176","Rafael Pierre Barbosa - Me","4145","socks4","134","1","2024-01-07T11:22:12.307Z","100","5509","5526"
"149.20.253.40","elite","AS18615","US","Mainstream Fiber Networks, LLC","101","Mainstream Fiber Networks, LLC","12551","socks4","4494","1","2024-01-07T11:22:09.801Z","100","5464","5475"
"186.251.255.233","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","204","Seanet Telecom Carazinho Eireli","31337","socks4","4591","1","2024-01-07T11:22:09.799Z","100","5463","5490"
"191.209.43.16","elite","AS27699","BR","Vivo","285","TELEF�NICA BRASIL S.A","5678","socks4","4590","1","2024-01-07T11:22:09.798Z","100","5543","5562"
"177.128.209.90","elite","AS52873","BR","Softdados Telecomunicações","194","Softdados Telecomunicações","4673","socks4","4194","85","2024-01-07T11:22:09.800Z","100","5541","5547"
"180.210.222.201","elite","AS203363","GB","Mohammad Saydur Rahman Zia","15","N/A","1080","socks4","5004","1","2024-01-07T11:22:09.898Z","37","2072","5605"
"75.169.63.196","elite","AS209","US","CenturyLink Communications, LLC","185","CenturyLink Communications, LLC","4145","socks4","4899","1","2024-01-07T11:22:09.801Z","46","2526","5508"
"185.6.8.108","elite","AS12552","SE","GlobalConnect AB","87","Snapback AB","19427","socks4","4998","1","2024-01-07T11:22:07.021Z","100","5514","5539"
"103.59.190.2","elite","AS58678","IN","Flash Broadband Pvt Ltd","185","Flash Broadband Pvt Ltd","58678","socks5","4812","82","2024-01-07T11:22:06.915Z","99","5473","5509"
"179.191.23.38","elite","AS52565","BR","Edgar Rodrigues Romao Filho ME","197","Edgar Rodrigues Romao Filho ME","5678","socks4","4096","1","2024-01-07T11:22:06.914Z","100","5494","5520"
"103.48.58.213","elite","AS58678","IN","SHRIGANESH","188","N/A","8080","socks4","4596","1","2024-01-07T11:22:06.916Z","100","5515","5530"
"106.15.193.237","elite","AS37963","CN","Hangzhou Alibaba Advertising Co","196","Aliyun Computing Co., LTD","8088","socks4","4907","1","2024-01-07T11:22:06.914Z","81","4497","5531"
"119.18.152.30","elite","AS55685","ID","PT. Jala Lintas Media","191","N/A","8080","socks4","2608","1","2024-01-07T11:22:06.913Z","98","5499","5583"
"103.214.112.86","elite","AS136052","ID","PT Cloud Hosting Indonesia","295","PT Denbe Anugerah Solusindo","32323","socks5","3302","1","2024-01-07T11:22:04.311Z","61","3383","5548"
"172.64.130.68","elite","AS13335","US","Cloudflare, Inc.","3","Cloudflare, Inc.","13335","socks4","4990","1","2024-01-07T11:22:04.312Z","100","5598","5599"
"124.133.20.234","elite","AS4837","CN","CHINA UNICOM China169 Backbone","180","JN srd","7302","socks5","5683","1","2024-01-07T11:22:04.312Z","75","4083","5442"
"142.44.241.192","elite","AS16276","CA","OVH SAS","86","OVH Hosting, Inc.","7497","socks5","5003","84","2024-01-07T11:22:02.005Z","100","5538","5543"
"173.236.188.26","elite","AS26347","US","New Dream Network, LLC","87","New Dream Network, LLC","54262","socks5","4501","1","2024-01-07T11:22:01.820Z","100","5507","5512"
"113.160.164.181","elite","AS45899","VN","VietNam Post and Telecom Corporation","291","Vietnam Posts and Telecommunications Group","1080","socks4","2103","1","2024-01-07T11:22:01.818Z","99","5421","5481"
"177.23.184.166","elite","AS52935","BR","Infobarra Solucoes em Informatica Ltda","211","Infobarra Solucoes em Informatica Ltda","52935","socks5","5195","1","2024-01-07T11:22:01.818Z","99","5524","5595"
"8.42.71.5","elite","AS399869","US","Mountain Broadband","126","Level 3, LLC","39593","socks4","3890","1","2024-01-07T11:22:01.819Z","100","5562","5568"
"163.53.83.124","elite","AS45433","IN","Kay Kay Softech Private Limited","193","Kappa  Private Limited","5678","socks4","3890","1","2024-01-07T11:22:01.820Z","78","4293","5475"
"91.92.80.199","elite","AS39251","BG","NETGUARD Ltd.","42","Flashnet","4145","socks4","4303","1","2024-01-07T11:22:01.817Z","98","5473","5571"
"206.189.15.100","elite","AS14061","NL","DigitalOcean, LLC","12","DigitalOcean, LLC","54330","socks5","3893","1","2024-01-07T11:21:59.507Z","100","5516","5516"
"186.211.105.202","elite","AS53062","BR","Ggnet Telecom Backbone","298","Ggnet Telecom Backbone","43573","socks4","4192","1","2024-01-07T11:21:59.400Z","99","5487","5561"
"43.130.198.155","elite","AS132203","CA","Shenzhen Tencent Computer Systems Company Limited","96","Tencent Cloud Computing","443","socks5","4790","1","2024-01-07T11:21:59.403Z","10","543","5547"
"183.89.114.190","elite","AS45629","TH","Triple T Broadband Public Company Limited","167","Triple T Broadband Public Company Limited","4145","socks4","5191","1","2024-01-07T11:21:59.402Z","96","5323","5517"
"95.78.119.94","elite","AS42116","RU","CJSC \"ER-Telecom Holding\" Naberezhnye Chelny branch","67","JSC \"ER-Telecom Holding\" Naberezhnye Chelny branch","1080","socks5","4004","1","2024-01-07T11:21:57.008Z","100","5548","5573"
"172.65.165.93","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","30000","socks4","4993","1","2024-01-07T11:21:57.008Z","100","5560","5562"
"159.192.140.230","elite","AS131090","TH","CAT-BB","205","N/A","5678","socks4","2595","1","2024-01-07T11:21:56.910Z","98","5322","5449"
"185.220.226.128","elite","AS205585","TR","Noyan Abr Arvan Co. ( Private Joint Stock)","95","Noyan Abr Arvan Co. ( Private Joint Stock)","808","socks5","5094","1","2024-01-07T11:21:56.912Z","83","4521","5437"
"202.44.224.116","elite","AS4618","TH","Internet Thailand Company Ltd","184","Internet Thailand Company Limited","4153","socks4","5089","1","2024-01-07T11:21:56.910Z","61","3352","5526"
"185.5.246.222","elite","AS15605","IT","Connesi s.p.a.","96","Cristaltec SPA","4153","socks5","4104","1","2024-01-07T11:21:56.912Z","99","5407","5456"
"124.220.170.33","elite","AS45090","CN","China Internet Network Information Center","203","Tencent cloud computing (Beijing) Co., Ltd.","2080","socks4","287","1","2024-01-07T11:21:54.411Z","86","4806","5570"
"109.224.55.18","elite","AS203214","IQ","Hulum Almustakbal Company for Communication Engineering and Services Ltd","99","EarthLink Ltd. Communications&","5678","socks4","4018","1","2024-01-07T11:21:54.508Z","92","5077","5506"
"204.10.182.34","elite","AS1819","US","DCM Cable Inc.","182","DCM Cable Inc","39593","socks4","4485","2","2024-01-07T11:21:54.509Z","100","5593","5604"
